drug,metabolite,drug_name,metabolite_name,chembl_id,uniprot_id,bioactivity_type,bioactivity_drug,bioactivity_metabolite,relation_drug,relation_metabolite,source_drug,source_metabolite,source_lagom,logp_drug,logp_metabolite,tpsa_drug,tpsa_metabolite,logd_drug,logd_metabolite,target_classification,template r=0,subset
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL4708,Q13188,pKd,6.81,6.89,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  ste  ste20  mst,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL2896,Q13237,pKd,7.13,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  agc  pkg,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL3231,Q13464,pKd,5.11,5.0,=,<,BindingDB,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  agc  dmpk  rock,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5334,Q13470,pKd,7.08,6.24,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  tk  ack,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL4121,Q13554,pKd,6.68,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  camk  camk2,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL2292,Q13627,pKd,7.0,5.17,=,=,BindingDB,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  cmgc  dyrk  dyrk1,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL4273,Q13976,pKd,6.6,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  agc  pkg,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL2493,Q14012,pKd,5.7,5.13,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  camk  camkl,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL3529,Q14164,pKd,6.8,6.49,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  other,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL3009,Q15303,pKd,5.51,5.0,=,<,BindingDB,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  tk  egfr,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5606,Q15831,pKd,6.46,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  camk  camkl  lkb,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5607,Q15835,pKd,7.07,5.85,=,=,BindingDB,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  agc  grk  grk,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL3384,Q16512,pKd,8.03,7.24,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  agc  pkn,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL3032,Q16513,pKd,7.82,5.32,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  agc  pkn,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL2708,Q16584,pKd,7.53,6.57,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  tkl  mlk  mlk,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL4004,Q16816,pKd,6.18,5.96,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  camk  phk,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL3830,Q2M2I8,pKd,7.32,6.02,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  other  nak,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL6191,Q56UN5,pKd,7.82,6.89,=,=,BindingDB,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  ste  ste11,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5047,Q6PHR2,pKd,5.89,5.0,=,<,BindingDB,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  other  ulk,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL3831,Q7KZI7,pKd,7.0,6.4,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  camk  camkl  mark,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5407,Q86V86,pKd,6.25,5.7,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  camk  pim,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5426,Q86YV6,pKd,6.19,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  camk  mlck,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5073,Q8IU85,pKd,6.17,5.62,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  camk  camkl,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5432,Q8IVH8,pKd,6.92,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  ste  ste20  khs,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL4574,Q8IWQ3,pKd,6.19,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  camk  camkl  brsk,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5518,Q8N4C8,pKd,6.77,5.0,=,<,BindingDB,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  ste  ste20  msn,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5256,Q8N5S9,pKd,6.89,6.12,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  other  camkk  meta,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL1075167,Q8NE63,pKd,6.02,5.0,=,<,BindingDB,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  cmgc  dyrk  hipk,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5650,Q8TDC3,pKd,5.92,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  camk  camkl  brsk,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL1075133,Q8WTQ7,pKd,7.32,6.26,=,=,BindingDB,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  agc  grk  grk,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5749,Q92918,pKd,5.68,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  ste  ste20  khs,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5754,Q96L34,pKd,6.43,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  camk  camkl  mark,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5284,Q96RR4,pKd,7.14,6.1,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  other  camkk  meta,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL4375,Q96SB4,pKd,7.38,5.59,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  cmgc  srpk,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5969,Q99755,pKd,6.51,5.31,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5970,Q99759,pKd,6.68,5.82,=,=,BindingDB,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  ste  ste11  mekk2,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5975,Q9BRS2,pKd,5.92,5.92,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  atypical  rio  rio1,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL6000,Q9BVS4,pKd,7.01,5.0,=,<,BindingDB,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  atypical  rio  rio2,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL6002,Q9BWU1,pKd,5.14,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  cmgc  cdk  cdk8,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL6003,Q9BXA7,pKd,5.32,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  camk  tssk,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL4900,Q9BZL6,pKd,5.2,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  camk  pkd,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5698,Q9H093,pKd,7.2,6.36,=,=,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  camk  camkl  nuak,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL4202,Q9H2G2,pKd,6.66,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  ste  ste20  slk,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL4576,Q9H2X6,pKd,5.51,5.0,=,<,BindingDB,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  cmgc  dyrk  hipk,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL4577,Q9H422,pKd,5.64,5.0,=,<,BindingDB,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  cmgc  dyrk  hipk,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL4203,Q9HAZ1,pKd,6.39,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  cmgc  clk,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL4204,Q9HBH9,pKd,6.02,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  camk  mapkapk  mnk,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,MIDOSTAURIN,CGP-52421,CHEMBL5907,Q9NRM7,pKd,5.66,5.0,=,<,Both,BindingDB,DrugBank,5.91,5.4,77.73,97.96,3.398,2.873,enzyme  kinase  protein kinase  agc  ndr,[CH2;D2;+0:1]>>[CH;D3;+0:1],DM- set
